Day-Month,Hour,Average Day-ahead Price (EUR/MWh)
01-05,21,148.40666666666667
01-05,22,158.00333333333333
01-05,23,127.00333333333333
01-05,24,117.93333333333334
01-06,1,138.15333333333334
01-06,2,123.05666666666667
01-06,3,130.28666666666666
01-06,4,114.14333333333333
01-06,5,115.78666666666668
01-06,6,113.30333333333333
01-06,7,129.18333333333334
01-06,8,138.88666666666666
01-06,9,153.78
01-06,10,183.7266666666667
01-06,11,182.79
01-06,12,165.33333333333334
01-06,13,155.12
01-06,14,146.23999999999998
01-06,15,155.50333333333333
01-06,16,165.11666666666667
01-06,17,161.75666666666666
01-06,18,178.24333333333334
01-06,19,180.18999999999997
01-06,20,154.9466666666667
01-06,21,150.03666666666666
01-06,22,141.04999999999998
01-06,23,133.73666666666665
01-06,24,112.55333333333333
01-07,1,103.42666666666666
01-07,2,101.98666666666666
01-07,3,95.88333333333333
01-07,4,88.24666666666667
01-07,5,85.27333333333333
01-07,6,86.51666666666667
01-07,7,101.66666666666667
01-07,8,119.83999999999999
01-07,9,140.54333333333332
01-07,10,150.91
01-07,11,142.60999999999999
01-07,12,140.95000000000002
01-07,13,128.88
01-07,14,133.03333333333333
01-07,15,135.79999999999998
01-07,16,133.09333333333333
01-07,17,142.57666666666668
01-07,18,148.22666666666666
01-07,19,156.31666666666666
01-07,20,153.85
01-07,21,142.54333333333332
01-07,22,123.36666666666667
01-07,23,133.45666666666668
01-07,24,126.63333333333333
01-08,1,99.62333333333333
01-08,2,89.87333333333333
01-08,3,85.60333333333334
01-08,4,81.61333333333333
01-08,5,80.42333333333333
01-08,6,80.49333333333334
01-08,7,89.77333333333333
01-08,8,103.49000000000001
01-08,9,129.07666666666668
01-08,10,143.95000000000002
01-08,11,144.47
01-08,12,140.75333333333333
01-08,13,131.09
01-08,14,124.52
01-08,15,124.60333333333334
01-08,16,124.70333333333333
01-08,17,128.90666666666667
01-08,18,145.92333333333332
01-08,19,149.38
01-08,20,140.4466666666667
01-08,21,145.50333333333333
01-08,22,118.46666666666665
01-08,23,113.66333333333334
01-08,24,107.47666666666667
01-09,1,99.13333333333333
01-09,2,81.45333333333333
01-09,3,75.17333333333333
01-09,4,59.43
01-09,5,57.66
01-09,6,68.50333333333333
01-09,7,88.44
01-09,8,112.70666666666666
01-09,9,135.21333333333334
01-09,10,160.77333333333334
01-09,11,140.04333333333332
01-09,12,133.47666666666666
01-09,13,128.83333333333334
01-09,14,128.3033333333333
01-09,15,131.35333333333332
01-09,16,146.72333333333333
01-09,17,155.22333333333333
01-09,18,177.75333333333333
01-09,19,185.12333333333333
01-09,20,178.84666666666666
01-09,21,166.71666666666667
01-09,22,148.87
01-09,23,144.26
01-09,24,133.37
01-10,1,125.92666666666666
01-10,2,125.11
01-10,3,125.93
01-10,4,119.40333333333332
01-10,5,118.04333333333334
01-10,6,126.05
01-10,7,151.62333333333333
01-10,8,183.98333333333335
01-10,9,222.14666666666668
01-10,10,222.46333333333334
01-10,11,195.04666666666665
01-10,12,188.93666666666664
01-10,13,176.78333333333333
01-10,14,175.38
01-10,15,176.75666666666666
01-10,16,181.18666666666664
01-10,17,189.75666666666666
01-10,18,200.52999999999997
01-10,19,198.51999999999998
01-10,20,185.74333333333334
01-10,21,170.08666666666667
01-10,22,136.73333333333332
01-10,23,130.10999999999999
01-10,24,105.39
01-11,1,102.36333333333334
01-11,2,97.00333333333333
01-11,3,94.83999999999999
01-11,4,91.71666666666665
01-11,5,92.03333333333335
01-11,6,95.54666666666667
01-11,7,112.87
01-11,8,138.66
01-11,9,181.76
01-11,10,193.97333333333336
01-11,11,174.15
01-11,12,155.96
01-11,13,143.56666666666666
01-11,14,149.81333333333333
01-11,15,158.91
01-11,16,171.34666666666666
01-11,17,181.12333333333333
01-11,18,199.08333333333334
01-11,19,195.49
01-11,20,190.47
01-11,21,173.91333333333333
01-11,22,146.75333333333333
01-11,23,131.47666666666666
01-11,24,113.44333333333333
01-12,1,100.17
01-12,2,91.21666666666665
01-12,3,91.02
01-12,4,85.65666666666668
01-12,5,86.35333333333334
01-12,6,99.41000000000001
01-12,7,116.08
01-12,8,168.91
01-12,9,193.14666666666668
01-12,10,194.76666666666665
01-12,11,169.17
01-12,12,161.76666666666665
01-12,13,152.93
01-12,14,146.01000000000002
01-12,15,149.85
01-12,16,152.89
01-12,17,160.97
01-12,18,180.7733333333333
01-12,19,185.49
01-12,20,172.83333333333334
01-12,21,150.58
01-12,22,115.89999999999999
01-12,23,114.70666666666666
01-12,24,101.3
01-13,1,98.83999999999999
01-13,2,92.34333333333335
01-13,3,93.11000000000001
01-13,4,88.37333333333333
01-13,5,89.38333333333333
01-13,6,91.38
01-13,7,107.38666666666666
01-13,8,119.48666666666668
01-13,9,139.11666666666667
01-13,10,128.14
01-13,11,127.16666666666667
01-13,12,120.97666666666667
01-13,13,108.82333333333334
01-13,14,107.28666666666668
01-13,15,110.57666666666667
01-13,16,122.5
01-13,17,129.00666666666666
01-13,18,164.81
01-13,19,150.03333333333333
01-13,20,140.36666666666667
01-13,21,129.84666666666666
01-13,22,131.1
01-13,23,129.96666666666667
01-13,24,118.33
01-14,1,132.63333333333333
01-14,2,117.40333333333335
01-14,3,108.18666666666667
01-14,4,93.87
01-14,5,88.58999999999999
01-14,6,94.33999999999999
01-14,7,96.74333333333334
01-14,8,109.77333333333333
01-14,9,135.50666666666666
01-14,10,144.36666666666667
01-14,11,121.27
01-14,12,116.13333333333333
01-14,13,119.82
01-14,14,110.86666666666667
01-14,15,109.45333333333333
01-14,16,132.10666666666665
01-14,17,131.07000000000002
01-14,18,162.70666666666668
01-14,19,157.70666666666668
01-14,20,134.83666666666667
01-14,21,136.16
01-14,22,118.35000000000001
01-14,23,112.60333333333334
01-14,24,99.16333333333334
01-15,1,116.63999999999999
01-15,2,94.77
01-15,3,87.95666666666666
01-15,4,76.72666666666666
01-15,5,81.62333333333333
01-15,6,85.06666666666666
01-15,7,87.62
01-15,8,92.63666666666666
01-15,9,103.48
01-15,10,122.56666666666666
01-15,11,118.71333333333332
01-15,12,126.67333333333333
01-15,13,123.20333333333333
01-15,14,115.73666666666668
01-15,15,122.61333333333334
01-15,16,129.85666666666665
01-15,17,139.64666666666668
01-15,18,168.71666666666667
01-15,19,184.8133333333333
01-15,20,188.08
01-15,21,179.3066666666667
01-15,22,152.46
01-15,23,145.95333333333335
01-15,24,136.83333333333334
01-16,1,117.97666666666665
01-16,2,117.50666666666666
01-16,3,106.82666666666667
01-16,4,104.63999999999999
01-16,5,101.88666666666666
01-16,6,108.54
01-16,7,128.65333333333334
01-16,8,144.16333333333333
01-16,9,166.26000000000002
01-16,10,167.4466666666667
01-16,11,180.70000000000002
01-16,12,156.53333333333333
01-16,13,150.23333333333335
01-16,14,143.52333333333334
01-16,15,150.03333333333333
01-16,16,153.06333333333333
01-16,17,154.04666666666665
01-16,18,185.03
01-16,19,177.35333333333332
01-16,20,154.16666666666666
01-16,21,158.17333333333332
01-16,22,148.99
01-16,23,138.84
01-16,24,128.36666666666667
01-17,1,116.69333333333333
01-17,2,122.06666666666666
01-17,3,117.43666666666667
01-17,4,111.33333333333333
01-17,5,111.90666666666668
01-17,6,117.65333333333332
01-17,7,136.17333333333332
01-17,8,141.58
01-17,9,182.24666666666667
01-17,10,196.29333333333332
01-17,11,146.45
01-17,12,143.36666666666667
01-17,13,135.42999999999998
01-17,14,142.87666666666667
01-17,15,144.31
01-17,16,170.11333333333334
01-17,17,165.85
01-17,18,203.84666666666666
01-17,19,174.9
01-17,20,154.36666666666667
01-17,21,147.53
01-17,22,139.04666666666665
01-17,23,150.67999999999998
01-17,24,134.96333333333334
01-18,1,136.52
01-18,2,131.4933333333333
01-18,3,126.99000000000001
01-18,4,127.38666666666667
01-18,5,130.18666666666667
01-18,6,127.30333333333333
01-18,7,149.52666666666667
01-18,8,183.04
01-18,9,199.29333333333332
01-18,10,195.15333333333334
01-18,11,175.26666666666665
01-18,12,156.05
01-18,13,151.08666666666667
01-18,14,143.55333333333334
01-18,15,148.90333333333334
01-18,16,158.34
01-18,17,143.98333333333335
01-18,18,180.58333333333334
01-18,19,143.10999999999999
01-18,20,130.02666666666667
01-18,21,137.02333333333334
01-18,22,125.28000000000002
01-18,23,125.38
01-18,24,123.35666666666667
01-19,1,120.45666666666666
01-19,2,117.51333333333334
01-19,3,116.65666666666668
01-19,4,114.16000000000001
01-19,5,116.85000000000001
01-19,6,125.83999999999999
01-19,7,125.11
01-19,8,144.07000000000002
01-19,9,170.84333333333333
01-19,10,170.5
01-19,11,140.17666666666665
01-19,12,134.78333333333333
01-19,13,128.77333333333334
01-19,14,128.57333333333335
01-19,15,139.90333333333334
01-19,16,148.66666666666666
01-19,17,147.06666666666666
01-19,18,172.23000000000002
01-19,19,147.43666666666667
01-19,20,134.67666666666665
01-19,21,125.75
01-19,22,123.17666666666666
01-19,23,123.72666666666667
01-19,24,109.33999999999999
01-20,1,115.68666666666667
01-20,2,112.99
01-20,3,106.99333333333334
01-20,4,105.58666666666666
01-20,5,106.36333333333333
01-20,6,110.41000000000001
01-20,7,130.83
01-20,8,164.65666666666667
01-20,9,176.62666666666667
01-20,10,172.86666666666667
01-20,11,153.82333333333335
01-20,12,144.64
01-20,13,127.46
01-20,14,124.27666666666669
01-20,15,129.58666666666667
01-20,16,150.38
01-20,17,150.95333333333335
01-20,18,176.70666666666668
01-20,19,165.53
01-20,20,151.74
01-20,21,130.49666666666667
01-20,22,127.67333333333333
01-20,23,131.42333333333332
01-20,24,125.56
01-21,1,121.56666666666666
01-21,2,118.28666666666668
01-21,3,115.95666666666666
01-21,4,112.42333333333333
01-21,5,113.77333333333333
01-21,6,110.75999999999999
01-21,7,110.45333333333333
01-21,8,119.30000000000001
01-21,9,131.42
01-21,10,136.53666666666666
01-21,11,136.78666666666666
01-21,12,136.48333333333332
01-21,13,125.52
01-21,14,113.25333333333333
01-21,15,122.8
01-21,16,127.70333333333333
01-21,17,132.58666666666667
01-21,18,148.23666666666665
01-21,19,142.74
01-21,20,127.80333333333333
01-21,21,130.89333333333335
01-21,22,119.21333333333332
01-21,23,126.04
01-21,24,109.63
01-22,1,108.89333333333333
01-22,2,104.60666666666667
01-22,3,105.86666666666667
01-22,4,99.63666666666667
01-22,5,95.24000000000001
01-22,6,97.72666666666667
01-22,7,114.88666666666666
01-22,8,115.33333333333333
01-22,9,149.73333333333335
01-22,10,146.77333333333334
01-22,11,141.25333333333333
01-22,12,139.45333333333335
01-22,13,131.04333333333332
01-22,14,130.47333333333333
01-22,15,131.18333333333334
01-22,16,138.15333333333334
01-22,17,139.64333333333335
01-22,18,167.69
01-22,19,177.97
01-22,20,158.56
01-22,21,139.62666666666667
01-22,22,133.93666666666667
01-22,23,132.93333333333334
01-22,24,126.15000000000002
01-23,1,114.94666666666666
01-23,2,111.99666666666667
01-23,3,112.83333333333333
01-23,4,110.77333333333333
01-23,5,112.72666666666667
01-23,6,121.30000000000001
01-23,7,139.03
01-23,8,159.52333333333334
01-23,9,186.46333333333334
01-23,10,187.39666666666668
01-23,11,175.38
01-23,12,163.69
01-23,13,160.15666666666667
01-23,14,156.27
01-23,15,158.06
01-23,16,161.09666666666666
01-23,17,165.25666666666666
01-23,18,181.88666666666666
01-23,19,190.8166666666667
01-23,20,180.25666666666666
01-23,21,163.78333333333333
01-23,22,150.66333333333333
01-23,23,140.66666666666666
01-23,24,119.70333333333333
01-24,1,116.20666666666666
01-24,2,113.92666666666668
01-24,3,108.06666666666668
01-24,4,105.32333333333334
01-24,5,108.74333333333334
01-24,6,114.2
01-24,7,125.82
01-24,8,180.85333333333332
01-24,9,215.37333333333333
01-24,10,216.38333333333333
01-24,11,194.17999999999998
01-24,12,184.05666666666664
01-24,13,167.67
01-24,14,161.45666666666668
01-24,15,168.59333333333333
01-24,16,180.96666666666667
01-24,17,192.71666666666667
01-24,18,218.46
01-24,19,228.19000000000003
01-24,20,215.51666666666665
01-24,21,188.75666666666666
01-24,22,171.58
01-24,23,145.74
01-24,24,143.04666666666665
01-25,1,137.78666666666666
01-25,2,138.39333333333335
01-25,3,138.73666666666665
01-25,4,139.31333333333333
01-25,5,138.33666666666667
01-25,6,135.76666666666668
01-25,7,139.49333333333334
01-25,8,174.18999999999997
01-25,9,239.35333333333332
01-25,10,239.33666666666667
01-25,11,218.79333333333332
01-25,12,209.01333333333332
01-25,13,192.71666666666667
01-25,14,187.28333333333333
01-25,15,195.00666666666666
01-25,16,199.63666666666666
01-25,17,190.89333333333332
01-25,18,229.59333333333333
01-25,19,237.18666666666664
01-25,20,214.23000000000002
01-25,21,165.3033333333333
01-25,22,142.89333333333335
01-25,23,147.82666666666668
01-25,24,138.05666666666667
01-26,1,136.03333333333333
01-26,2,130.96
01-26,3,127.69
01-26,4,127.63333333333333
01-26,5,126.11333333333333
01-26,6,126.42666666666666
01-26,7,148.17
01-26,8,162.2566666666667
01-26,9,186.90666666666667
01-26,10,191.41333333333333
01-26,11,186.69000000000003
01-26,12,156.01333333333332
01-26,13,142.80666666666667
01-26,14,133.75666666666666
01-26,15,131.99333333333334
01-26,16,135.54999999999998
01-26,17,146.71666666666667
01-26,18,175.00333333333333
01-26,19,161.82333333333335
01-26,20,147.38
01-26,21,147.27666666666667
01-26,22,146.36666666666667
01-26,23,146.06666666666666
01-26,24,117.12
01-27,1,132.87333333333333
01-27,2,110.50333333333333
01-27,3,101.92
01-27,4,97.87333333333333
01-27,5,98.43333333333334
01-27,6,102.39
01-27,7,134.85999999999999
01-27,8,161.23333333333332
01-27,9,172.1866666666667
01-27,10,174.14666666666668
01-27,11,174.72333333333333
01-27,12,164.10999999999999
01-27,13,154.96666666666667
01-27,14,147.96
01-27,15,147.74333333333334
01-27,16,160.73333333333332
01-27,17,162.79999999999998
01-27,18,178.09
01-27,19,189.3033333333333
01-27,20,170.41
01-27,21,153.42666666666665
01-27,22,139.24
01-27,23,143.73
01-27,24,132.9
01-28,1,129.36666666666667
01-28,2,108.56666666666666
01-28,3,106.53333333333335
01-28,4,122.78666666666668
01-28,5,111.73
01-28,6,121.77666666666666
01-28,7,135.77333333333334
01-28,8,135.08
01-28,9,167.54333333333332
01-28,10,179.28666666666666
01-28,11,170.46666666666667
01-28,12,139.77666666666667
01-28,13,125.87333333333333
01-28,14,130.08333333333334
01-28,15,137.76
01-28,16,138.32666666666668
01-28,17,152.82666666666668
01-28,18,167.11666666666667
01-28,19,163.72333333333333
01-28,20,138.9333333333333
01-28,21,140.25666666666666
01-28,22,126.40333333333335
01-28,23,127.95333333333333
01-28,24,108.33333333333333
01-29,1,126.79
01-29,2,103.08
01-29,3,93.54666666666667
01-29,4,83.39666666666666
01-29,5,68.25333333333333
01-29,6,81.16000000000001
01-29,7,92.33333333333333
01-29,8,107.29666666666667
01-29,9,149.52333333333334
01-29,10,149.76333333333335
01-29,11,145.03333333333333
01-29,12,131.12333333333333
01-29,13,127.38
01-29,14,106.16000000000001
01-29,15,125.08666666666666
01-29,16,134.74666666666667
01-29,17,144.89666666666668
01-29,18,173.66666666666666
01-29,19,179.27333333333334
01-29,20,138.47333333333333
01-29,21,148.31666666666666
01-29,22,135.42333333333332
01-29,23,107.11666666666667
01-29,24,88.93
01-30,1,57.169999999999995
01-30,2,59.39000000000001
01-30,3,56.910000000000004
01-30,4,58.00666666666667
01-30,5,58.52
01-30,6,72.21
01-30,7,94.10000000000001
01-30,8,130.25666666666666
01-30,9,159.71333333333334
01-30,10,150.31
01-30,11,123.08
01-30,12,101.61
01-30,13,104.33333333333333
01-30,14,110.67
01-30,15,120.22666666666667
01-30,16,129.18333333333334
01-30,17,139.62333333333333
01-30,18,185.28666666666666
01-30,19,192.12666666666667
01-30,20,159.40333333333334
01-30,21,154.03333333333333
01-30,22,143.40666666666667
01-30,23,129.93666666666667
01-30,24,119.65333333333335
01-31,1,130.24333333333334
01-31,2,96.94333333333333
01-31,3,101.17333333333333
01-31,4,90.92999999999999
01-31,5,91.7
01-31,6,106.38666666666667
01-31,7,135.40666666666667
01-31,8,172.20333333333335
01-31,9,181.96666666666667
01-31,10,171.98333333333335
01-31,11,165.45333333333335
01-31,12,153.55666666666667
01-31,13,141.19333333333333
01-31,14,127.74666666666667
01-31,15,125.33333333333333
01-31,16,129.96333333333334
01-31,17,137.62333333333333
01-31,18,164.23
01-31,19,177.78
01-31,20,145.26000000000002
01-31,21,135.38333333333333
01-31,22,128.62666666666667
01-31,23,125.60000000000001
01-31,24,109.76333333333332
02-01,1,119.37666666666667
02-01,2,107.73
02-01,3,103.23666666666666
02-01,4,98.29666666666667
02-01,5,97.21333333333332
02-01,6,100.72666666666667
02-01,7,123.23333333333333
02-01,8,151.45666666666668
02-01,9,169.14333333333335
02-01,10,158.29
02-01,11,139.07333333333335
02-01,12,134.10333333333332
02-01,13,118.74333333333334
02-01,14,119.68333333333334
02-01,15,117.59333333333332
02-01,16,121.90666666666668
02-01,17,131.33333333333334
02-01,18,152.21333333333334
02-01,19,164.23
02-01,20,137.97666666666666
02-01,21,125.25333333333333
02-01,22,116.74666666666667
02-01,23,106.27
02-01,24,96.58666666666666
02-02,1,87.93666666666667
02-02,2,86.63666666666666
02-02,3,79.59333333333332
02-02,4,80.16333333333334
02-02,5,85.21
02-02,6,92.03666666666668
02-02,7,114.90333333333332
02-02,8,131.95666666666668
02-02,9,152.16
02-02,10,150.55666666666664
02-02,11,146.96333333333334
02-02,12,147.44
02-02,13,130.58333333333334
02-02,14,131.79999999999998
02-02,15,132.75666666666666
02-02,16,141.39333333333335
02-02,17,149.60333333333332
02-02,18,168.21666666666667
02-02,19,183.33
02-02,20,171.47
02-02,21,152.38666666666668
02-02,22,133.64666666666668
02-02,23,129.35
02-02,24,114.87333333333333
02-03,1,105.14666666666666
02-03,2,100.22333333333331
02-03,3,95.38333333333333
02-03,4,86.33333333333333
02-03,5,84.06333333333333
02-03,6,86.76
02-03,7,94.87
02-03,8,125.05
02-03,9,145.08
02-03,10,150.29
02-03,11,139.72
02-03,12,126.67333333333333
02-03,13,124.0
02-03,14,122.69666666666666
02-03,15,126.93666666666667
02-03,16,121.77333333333333
02-03,17,126.86
02-03,18,158.51666666666668
02-03,19,178.93666666666664
02-03,20,151.73666666666668
02-03,21,139.46
02-03,22,141.23333333333332
02-03,23,127.37333333333333
02-03,24,114.30333333333333
02-04,1,124.87666666666667
02-04,2,106.60666666666667
02-04,3,85.94
02-04,4,85.22
02-04,5,84.36666666666666
02-04,6,84.41
02-04,7,96.91000000000001
02-04,8,117.57
02-04,9,131.70666666666668
02-04,10,143.09333333333333
02-04,11,138.03666666666666
02-04,12,133.0533333333333
02-04,13,122.87666666666667
02-04,14,109.87333333333333
02-04,15,108.00666666666666
02-04,16,116.43
02-04,17,123.82000000000001
02-04,18,143.36666666666667
02-04,19,172.32333333333335
02-04,20,143.92
02-04,21,133.69333333333333
02-04,22,129.32
02-04,23,117.02
02-04,24,96.21333333333332
02-05,1,88.56
02-05,2,83.02333333333334
02-05,3,85.02333333333333
02-05,4,79.01666666666667
02-05,5,76.87666666666668
02-05,6,77.14
02-05,7,92.04333333333334
02-05,8,133.51333333333335
02-05,9,142.66666666666666
02-05,10,136.85
02-05,11,104.54666666666667
02-05,12,90.65333333333332
02-05,13,82.10666666666667
02-05,14,73.69666666666667
02-05,15,79.30333333333333
02-05,16,90.34666666666668
02-05,17,108.57666666666667
02-05,18,133.59
02-05,19,149.34666666666666
02-05,20,138.44333333333336
02-05,21,120.63
02-05,22,107.86
02-05,23,106.73333333333333
02-05,24,98.87
02-06,1,96.13999999999999
02-06,2,92.13333333333333
02-06,3,75.14666666666666
02-06,4,53.03666666666666
02-06,5,54.95666666666667
02-06,6,58.82333333333333
02-06,7,87.22333333333331
02-06,8,112.62333333333333
02-06,9,135.22666666666666
02-06,10,135.94333333333333
02-06,11,134.06
02-06,12,143.34666666666666
02-06,13,130.9
02-06,14,124.49666666666667
02-06,15,116.41333333333334
02-06,16,120.82666666666665
02-06,17,125.46666666666668
02-06,18,156.64666666666668
02-06,19,185.29
02-06,20,163.42666666666665
02-06,21,135.70333333333335
02-06,22,116.82999999999998
02-06,23,109.83666666666666
02-06,24,105.39999999999999
02-07,1,98.33666666666666
02-07,2,81.64
02-07,3,68.16000000000001
02-07,4,70.14
02-07,5,72.13333333333334
02-07,6,103.04666666666667
02-07,7,126.54666666666667
02-07,8,172.17666666666665
02-07,9,193.68666666666664
02-07,10,176.57000000000002
02-07,11,143.38666666666666
02-07,12,118.13
02-07,13,106.68333333333334
02-07,14,109.76666666666667
02-07,15,123.45333333333333
02-07,16,153.70333333333335
02-07,17,160.67
02-07,18,190.33333333333334
02-07,19,211.9333333333333
02-07,20,179.7733333333333
02-07,21,168.97666666666666
02-07,22,161.84666666666666
02-07,23,144.15
02-07,24,120.49333333333333
02-08,1,118.51333333333334
02-08,2,115.28666666666668
02-08,3,110.00333333333333
02-08,4,109.50333333333333
02-08,5,105.55999999999999
02-08,6,110.24
02-08,7,145.98333333333332
02-08,8,160.48333333333332
02-08,9,189.03666666666666
02-08,10,170.12333333333333
02-08,11,138.99666666666667
02-08,12,122.97000000000001
02-08,13,115.20666666666666
02-08,14,118.40333333333332
02-08,15,123.76333333333332
02-08,16,136.46333333333334
02-08,17,142.74
02-08,18,160.56333333333333
02-08,19,173.83333333333334
02-08,20,151.1966666666667
02-08,21,132.49
02-08,22,137.01
02-08,23,137.30666666666664
02-08,24,112.67333333333333
02-09,1,104.97666666666667
02-09,2,97.96333333333332
02-09,3,98.11666666666666
02-09,4,91.83333333333333
02-09,5,89.50999999999999
02-09,6,96.11666666666667
02-09,7,109.87666666666667
02-09,8,143.51333333333335
02-09,9,146.06
02-09,10,134.94333333333333
02-09,11,124.57333333333334
02-09,12,119.83666666666666
02-09,13,121.44666666666667
02-09,14,122.94
02-09,15,128.79
02-09,16,138.67
02-09,17,145.79
02-09,18,161.58
02-09,19,180.47
02-09,20,168.63
02-09,21,149.86333333333334
02-09,22,142.04999999999998
02-09,23,138.1
02-09,24,128.53333333333333
02-10,1,128.66666666666666
02-10,2,125.39666666666666
02-10,3,123.58
02-10,4,119.83
02-10,5,120.63666666666666
02-10,6,123.58666666666666
02-10,7,135.70000000000002
02-10,8,164.62666666666667
02-10,9,173.34
02-10,10,155.09
02-10,11,132.5
02-10,12,138.02
02-10,13,127.56
02-10,14,117.14
02-10,15,119.59666666666668
02-10,16,130.05666666666667
02-10,17,136.34333333333333
02-10,18,156.10666666666668
02-10,19,164.92
02-10,20,128.84666666666666
02-10,21,118.53000000000002
02-10,22,115.96666666666665
02-10,23,112.43666666666667
02-10,24,98.74000000000001
02-11,1,120.89333333333333
02-11,2,118.34666666666668
02-11,3,113.12666666666667
02-11,4,109.68333333333334
02-11,5,107.82
02-11,6,106.76333333333334
02-11,7,124.44333333333333
02-11,8,137.01
02-11,9,146.57000000000002
02-11,10,128.72
02-11,11,112.07666666666667
02-11,12,106.05
02-11,13,107.56666666666668
02-11,14,103.42666666666668
02-11,15,112.68666666666667
02-11,16,126.60666666666667
02-11,17,135.08666666666667
02-11,18,151.38
02-11,19,179.25
02-11,20,173.82666666666668
02-11,21,157.09333333333333
02-11,22,142.76
02-11,23,140.45666666666668
02-11,24,130.38666666666668
02-12,1,139.90666666666667
02-12,2,132.91666666666666
02-12,3,125.90666666666665
02-12,4,119.18666666666667
02-12,5,116.41000000000001
02-12,6,117.2
02-12,7,121.96666666666665
02-12,8,128.02666666666667
02-12,9,148.20000000000002
02-12,10,155.11
02-12,11,115.63666666666666
02-12,12,108.44
02-12,13,103.19666666666666
02-12,14,97.14
02-12,15,93.3
02-12,16,117.09333333333332
02-12,17,127.94
02-12,18,148.04
02-12,19,167.88666666666666
02-12,20,152.12333333333333
02-12,21,151.17666666666665
02-12,22,124.62
02-12,23,124.92
02-12,24,111.10000000000001
02-13,1,129.07666666666668
02-13,2,123.55666666666667
02-13,3,115.14999999999999
02-13,4,112.50999999999999
02-13,5,117.77333333333333
02-13,6,116.71999999999998
02-13,7,134.25666666666666
02-13,8,142.10666666666665
02-13,9,147.06666666666666
02-13,10,135.10666666666665
02-13,11,114.18666666666667
02-13,12,98.25666666666666
02-13,13,93.18333333333334
02-13,14,75.25333333333333
02-13,15,83.03333333333333
02-13,16,91.16000000000001
02-13,17,110.96
02-13,18,134.95000000000002
02-13,19,174.86666666666667
02-13,20,177.91
02-13,21,148.42333333333335
02-13,22,133.70000000000002
02-13,23,120.86666666666667
02-13,24,108.26666666666667
02-14,1,125.41666666666667
02-14,2,113.85333333333334
02-14,3,102.30333333333334
02-14,4,98.97000000000001
02-14,5,98.77666666666666
02-14,6,104.06333333333333
02-14,7,126.77333333333333
02-14,8,156.99
02-14,9,155.65666666666667
02-14,10,162.75
02-14,11,139.85
02-14,12,138.15666666666667
02-14,13,132.0533333333333
02-14,14,118.29666666666667
02-14,15,105.77666666666669
02-14,16,117.37333333333333
02-14,17,131.85333333333332
02-14,18,155.29999999999998
02-14,19,176.48333333333335
02-14,20,163.95000000000002
02-14,21,140.77
02-14,22,136.63333333333333
02-14,23,133.74333333333334
02-14,24,129.93666666666667
02-15,1,118.79666666666667
02-15,2,121.10000000000001
02-15,3,120.46999999999998
02-15,4,122.11333333333333
02-15,5,125.34333333333332
02-15,6,129.27666666666667
02-15,7,135.71333333333334
02-15,8,166.28666666666666
02-15,9,173.62666666666667
02-15,10,163.02
02-15,11,146.76333333333335
02-15,12,130.3
02-15,13,121.62
02-15,14,114.24333333333334
02-15,15,121.99000000000001
02-15,16,121.42
02-15,17,135.19666666666666
02-15,18,141.22333333333333
02-15,19,159.26666666666668
02-15,20,170.45333333333335
02-15,21,149.48666666666668
02-15,22,126.01666666666667
02-15,23,133.45333333333335
02-15,24,121.31333333333333
02-16,1,111.54
02-16,2,119.71666666666665
02-16,3,115.27333333333333
02-16,4,93.41333333333334
02-16,5,87.34666666666668
02-16,6,93.52333333333333
02-16,7,110.11000000000001
02-16,8,139.39666666666668
02-16,9,146.60333333333332
02-16,10,136.99666666666667
02-16,11,121.86
02-16,12,123.05
02-16,13,115.95333333333333
02-16,14,113.22333333333331
02-16,15,116.35333333333334
02-16,16,121.06
02-16,17,123.82000000000001
02-16,18,138.48666666666668
02-16,19,151.4
02-16,20,149.38666666666666
02-16,21,128.11
02-16,22,119.72333333333331
02-16,23,116.13333333333333
02-16,24,100.27
02-17,1,87.49666666666667
02-17,2,76.68666666666667
02-17,3,70.58
02-17,4,55.473333333333336
02-17,5,53.73333333333333
02-17,6,64.08333333333333
02-17,7,83.84333333333333
02-17,8,110.93666666666667
02-17,9,139.63333333333333
02-17,10,123.91666666666667
02-17,11,90.48666666666668
02-17,12,90.71
02-17,13,79.00333333333333
02-17,14,57.53
02-17,15,61.446666666666665
02-17,16,82.02333333333333
02-17,17,104.19666666666666
02-17,18,120.67
02-17,19,152.89333333333335
02-17,20,138.02333333333334
02-17,21,123.41666666666667
02-17,22,116.2
02-17,23,112.89666666666666
02-17,24,112.58333333333333
02-18,1,117.41000000000001
02-18,2,108.28333333333335
02-18,3,107.13
02-18,4,103.17
02-18,5,86.74000000000001
02-18,6,79.22
02-18,7,89.75666666666667
02-18,8,108.38666666666667
02-18,9,115.40666666666668
02-18,10,111.49000000000001
02-18,11,99.56
02-18,12,98.08999999999999
02-18,13,103.14999999999999
02-18,14,104.42666666666666
02-18,15,116.88999999999999
02-18,16,123.60333333333334
02-18,17,129.32333333333332
02-18,18,139.74
02-18,19,157.67333333333332
02-18,20,147.08333333333334
02-18,21,116.66666666666667
02-18,22,110.12666666666667
02-18,23,118.14333333333333
02-18,24,110.80666666666667
02-19,1,87.85666666666667
02-19,2,86.10000000000001
02-19,3,80.65333333333334
02-19,4,62.303333333333335
02-19,5,49.47666666666667
